Plant_code,Supplier,Material_user_country,Item_weight_kg,One_Year_forecast_qty,12_month_forecast_spend,Price_per_unit_in_JPY
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,1.219,0,0,489.3964969
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,2.61,0,0,892.1315901
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.21,0,0,333.8692877
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.209,0,0,130.4659527
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.381,0,0,169.6724282
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.242,0,0,108.8093768
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.348,0,0,134.8534276
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.345,0,0,90.52238151
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.145,0,0,68.65520676
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.16,0,0,760.7530426
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.03,0,0,18.04129666
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.418,0,0,208.3875064
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.22,0,0,731.9361076
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.64,0,0,174.761899
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.715,0,0,409.8954522
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.715,0,0,409.8954522
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.13,0,0,114.0392468
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.03,0,0,16.8479035
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.23,0,0,1050.677382
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.635,0,0,174.761899
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.816,0,0,389.7481676
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.383,0,0,529.6559663
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.527,0,0,574.0221121
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.23,0,0,1011.400707
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.23,0,0,1030.0036
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.202,0,0,180.869264
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.167,0,0,179.7460705
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,1.08,0,0,211.8623865
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.587,0,0,132.2209427
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,1.36,0,0,322.6022522
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.922,0,0,191.2237047
8431 - UDS(P) LTD,"Ch.Radiators Co.,Ltd.",8431 - UDS(P) LTD,0.6,0,0,580.6559741
8417 - TMBP,CJ Automotive (Chongqing) Limited,8417 - TMBP,0.041,23,1259.992872,54.47363442
8417 - TMBP,CJ Automotive (Chongqing) Limited,8417 - TMBP,0.04,1067,28419.83922,26.03771205
8417 - TMBP,CJ Automotive (Chongqing) Limited,8417 - TMBP,0.295,1086,112839.3617,99.35442755
8431 - UDS(P) LTD,CJ Automotive (Chongqing) Limited,8431 - UDS(P) LTD,0.04,0,0,26.03771205
8431 - UDS(P) LTD,CJ Automotive (Chongqing) Limited,8431 - UDS(P) LTD,0.295,0,0,99.35442755
8431 - UDS(P) LTD,CJ Automotive (Chongqing) Limited,8431 - UDS(P) LTD,0.041,0,0,54.47363442
7876 - TSA,Belmaks Metal India Pvt Ltd Unit II,7876 - TSA,0.118,0,0,45.01417815
7876 - TSA,Belmaks Metal India Pvt Ltd Unit II,7876 - TSA,0.45,8720,1533551.324,165.7839244
7876 - TSA,Belmaks Metal India Pvt Ltd Unit II,7876 - TSA,0.615,1911,439317.5147,218.4834501
7876 - TSA,Belmaks Metal India Pvt Ltd Unit II,7876 - TSA,3.341,0,0,1671.014126
7876 - TSA,Belmaks Metal India Pvt Ltd Unit II,7876 - TSA,0.14,541,39899.77428,70.26603419
7876 - TSA,Belmaks Metal India Pvt Ltd Unit II,7876 - TSA,0.185,96,14139.92001,142.7278819
7876 - TSA,Belmaks Metal India Pvt Ltd Unit II,7876 - TSA,3.335,54,97999.4456,1688.580634
7876 - TSA,Belmaks Metal India Pvt Ltd Unit II,7876 - TSA,0.361,627,102899.4179,154.8048566
7876 - TSA,Belmaks Metal India Pvt Ltd Unit II,7876 - TSA,0.216,2961,510857.11,163.5881108
7876 - TSA,Belmaks Metal India Pvt Ltd Unit II,7876 - TSA,0.216,2916,504837.1441,163.5881108
7876 - TSA,Belmaks Metal India Pvt Ltd Unit II,7876 - TSA,0.049,1922,83999.5248,41.7204578
7876 - TSA,Belmaks Metal India Pvt Ltd Unit II,7876 - TSA,0.046,5929,219098.7605,35.1330171
7876 - TSA,Belmaks Metal India Pvt Ltd Unit II,7876 - TSA,0.06,1288,60199.65944,45.01417815
7876 - TSA,Belmaks Metal India Pvt Ltd Unit II,7876 - TSA,0.031,1682,57539.67449,32.93720353
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.51,0,0,496.2538665
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.105,188,13579.92318,69.16812741
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.11,12965,559016.8376,40.62255102
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.13,7147,405157.708,53.79743243
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,1.72,123,70699.60004,546.7575785
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.57,6510,2440886.192,353.5259845
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,2.639,262,204678.8421,739.9891726
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.47,3035,1229753.043,384.2673745
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.93,1372,990214.3982,685.0938334
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.57,2572,1651990.654,607.1424517
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.635,0,0,601.6529178
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.845,99,77279.56282,742.1849861
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.518,2929,1825169.675,590.6738499
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.044,8817,359517.9662,38.42673745
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.081,2011,86379.51134,40.62255102
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.081,367,15399.91288,40.62255102
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.304,3687,371277.8996,95.51789023
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.327,1019,361337.9559,334.8615692
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.298,379,111159.3712,279.96623
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.115,197,24919.85902,120.7697463
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.115,0,0,120.7697463
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.375,30,8539.951688,287.6515775
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.025,4401,153159.1336,32.93720353
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.1,2115,171499.0298,76.8534749
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.1,209,13439.92397,65.87440705
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.1,512,28839.83685,54.89533921
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,1.63,4385,2112168.051,454.5334087
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,4.907,142,326478.1531,2190.324035
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,4.605,0,0,1756.650855
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,5.392,0,0,2056.379407
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,5.09,0,0,1899.378737
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.195,14281,1909169.2,126.2592802
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.052,27110,1103473.757,38.42673745
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.062,3171,150359.1494,45.01417815
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.075,14031,683756.1319,46.11208494
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.049,8895,389617.7959,41.7204578
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.046,6068,224558.7296,35.1330171
8417 - TMBP,Belmaks Metal India Pvt Ltd Unit II,8417 - TMBP,0.031,0,0,32.93720353
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.06,0,0,50.50371207
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.049,0,0,41.7204578
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.105,0,0,69.16812741
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.11,0,0,41.7204578
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.13,0,0,53.79743243
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,1.72,0,0,546.7575785
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.57,0,0,353.5259845
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.45,0,0,165.7839244
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,2.639,0,0,741.0870794
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.47,0,0,384.2673745
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.93,0,0,685.0938334
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.615,0,0,218.4834501
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.57,0,0,607.1424517
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.845,0,0,742.1849861
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.518,0,0,590.6738499
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.081,0,0,40.62255102
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.081,0,0,40.62255102
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,3.341,0,0,1671.014126
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.298,0,0,279.96623
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.14,0,0,70.26603419
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.185,0,0,142.7278819
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,1.63,0,0,455.6313155
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,4.605,0,0,1687.482727
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,4.907,0,0,2190.324035
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,5.392,0,0,2056.379407
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.51,0,0,496.2538665
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.216,0,0,163.5881108
8431 - UDS(P) LTD,Belmaks Metal India Pvt Ltd Unit II,8431 - UDS(P) LTD,0.216,0,0,163.5881108
8417 - TMBP,Facil Fasteners (changshu) CO Ltd,8417 - TMBP,0.034,0,0,39.91879277
8417 - TMBP,Facil Fasteners (changshu) CO Ltd,8417 - TMBP,1.247,0,0,488.6794076
8417 - TMBP,Facil Fasteners (changshu) CO Ltd,8417 - TMBP,1.354,0,0,511.1502657
7876 - TSA,Thai Rung Union Car Public Co. Ltd,7876 - TSA,0.06,215,41859.76319,188.205122
7876 - TSA,Thai Rung Union Car Public Co. Ltd,7876 - TSA,0.28,223,73079.58658,314.5292985
7876 - TSA,Thai Rung Union Car Public Co. Ltd,7876 - TSA,0.579,0,0,724.0737527
8417 - TMBP,Thai Rung Union Car Public Co. Ltd,8417 - TMBP,0.275,2003,334598.1071,159.5987859
8417 - TMBP,Thai Rung Union Car Public Co. Ltd,8417 - TMBP,0.14,0,0,113.4425502
8417 - TMBP,Thai Rung Union Car Public Co. Ltd,8417 - TMBP,0.174,7,1679.990496,265.4246797
8417 - TMBP,Thai Rung Union Car Public Co. Ltd,8417 - TMBP,1.799,2615,1676070.518,613.0179888
8417 - TMBP,Thai Rung Union Car Public Co. Ltd,8417 - TMBP,0.057,803,44659.74735,53.35169441
8417 - TMBP,Thai Rung Union Car Public Co. Ltd,8417 - TMBP,0.556,3262,717495.941,210.0722968
8417 - TMBP,Thai Rung Union Car Public Co. Ltd,8417 - TMBP,0.556,3251,714975.9553,210.0722968
8417 - TMBP,Thai Rung Union Car Public Co. Ltd,8417 - TMBP,0.019,3825,156939.1122,39.24157523
8417 - TMBP,Thai Rung Union Car Public Co. Ltd,8417 - TMBP,1.158,1898,1554131.208,782.8308161
8417 - TMBP,Thai Rung Union Car Public Co. Ltd,8417 - TMBP,0.15,0,0,337.6249662
8417 - TMBP,Thai Rung Union Car Public Co. Ltd,8417 - TMBP,0.299,556,99119.43927,171.7082165
8431 - UDS(P) LTD,Thai Rung Union Car Public Co. Ltd,8431 - UDS(P) LTD,0.174,0,0,261.528602
8431 - UDS(P) LTD,Thai Rung Union Car Public Co. Ltd,8431 - UDS(P) LTD,0.579,0,0,704.1019671
8431 - UDS(P) LTD,Thai Rung Union Car Public Co. Ltd,8431 - UDS(P) LTD,1.799,0,0,608.5603143
8431 - UDS(P) LTD,Thai Rung Union Car Public Co. Ltd,8431 - UDS(P) LTD,1.158,0,0,785.6037002
8431 - UDS(P) LTD,Thai Rung Union Car Public Co. Ltd,8431 - UDS(P) LTD,0.15,0,0,337.6249662
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.47,0,0,139.4341616
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.333,0,0,95.51789023
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.228,0,0,116.3781191
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.182,0,0,105.3990513
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.35,0,0,120.7697463
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.322,0,0,106.4969581
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.538,0,0,135.0425345
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.541,0,0,133.9446277
7876 - TSA,Badve Engineering Limited,7876 - TSA,3.613,0,0,851.9756646
7876 - TSA,Badve Engineering Limited,7876 - TSA,3.613,0,0,995.8014533
7876 - TSA,Badve Engineering Limited,7876 - TSA,3.613,0,0,1237.340946
7876 - TSA,Badve Engineering Limited,7876 - TSA,2.49,0,0,569.813621
7876 - TSA,Badve Engineering Limited,7876 - TSA,2.584,0,0,568.7157142
7876 - TSA,Badve Engineering Limited,7876 - TSA,2.61,0,0,577.4989685
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.13,0,0,109.7906784
7876 - TSA,Badve Engineering Limited,7876 - TSA,3.613,0,0,330.4699421
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.245,0,0,83.4409156
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.304,0,0,99.90951736
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.088,0,0,41.7204578
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.099,0,0,46.11208494
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.14,0,0,88.93044952
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.155,0,0,72.46184776
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.498,0,0,136.1404412
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.309,0,0,102.1053309
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.338,0,0,106.4969581
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.64,0,0,183.350433
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.64,0,0,183.350433
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.44,0,0,128.4550938
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.44,0,0,128.4550938
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.33,0,0,120.7697463
7876 - TSA,Badve Engineering Limited,7876 - TSA,0.138,0,0,79.04928846
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.114,0,0,49.40580529
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.222,0,0,91.12626309
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.565,0,0,212.9939161
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.563,0,0,212.9939161
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.178,0,0,57.09115278
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.219,0,0,62.5806867
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.115,0,0,38.42673745
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.393,0,0,150.4132294
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,6.398,0,0,1767.629923
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.078,0,0,57.09115278
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.068,0,0,55.993246
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.37,0,0,243.7353061
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.114,0,0,71.36394097
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.259,0,0,133.9446277
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.155,0,0,72.46184776
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.159,0,0,85.63672917
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,1.149,0,0,338.1552895
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.368,0,0,139.4341616
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,3.98,0,0,843.1924103
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.663,0,0,421.5962051
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,1.606,0,0,1144.018869
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.109,0,0,59.28696635
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.227,0,0,116.3781191
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.448,0,0,186.6441533
8417 - TMBP,Badve Engineering Limited,8417 - TMBP,0.138,0,0,77.95138168
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.47,0,0,139.4341616
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.114,0,0,49.40580529
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.222,0,0,91.12626309
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.228,0,0,116.3781191
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.182,0,0,105.3990513
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.565,0,0,212.9939161
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.563,0,0,212.9939161
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.35,0,0,120.7697463
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.219,0,0,62.5806867
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.322,0,0,106.4969581
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.115,0,0,38.42673745
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.538,0,0,135.0425345
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.541,0,0,133.9446277
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.393,0,0,150.4132294
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,3.613,0,0,1237.340946
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.13,0,0,109.7906784
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,3.613,0,0,330.4699421
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,6.398,0,0,1767.629923
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.245,0,0,83.4409156
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.304,0,0,99.90951736
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.078,0,0,57.09115278
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.068,0,0,55.993246
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.37,0,0,243.7353061
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.114,0,0,71.36394097
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.14,0,0,88.93044952
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.259,0,0,133.9446277
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.155,0,0,72.46184776
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.498,0,0,136.1404412
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.159,0,0,85.63672917
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,1.149,0,0,338.1552895
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.368,0,0,139.4341616
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.309,0,0,102.1053309
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.338,0,0,106.4969581
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.663,0,0,421.5962051
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,1.606,0,0,1144.018869
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.109,0,0,59.28696635
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.227,0,0,116.3781191
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.448,0,0,186.6441533
8431 - UDS(P) LTD,Badve Engineering Limited,8431 - UDS(P) LTD,0.138,0,0,77.95138168
8417 - TMBP,"Steelmer Co.,Ltd.",8417 - TMBP,1.5,147,179198.9862,1158.293366
8417 - TMBP,"Steelmer Co.,Ltd.",8417 - TMBP,3.305,0,0,4843.772256
8417 - TMBP,"Steelmer Co.,Ltd.",8417 - TMBP,0.31,0,0,403.647688
8431 - UDS(P) LTD,"Steelmer Co.,Ltd.",8431 - UDS(P) LTD,0.189,0,0,658.7440705
8431 - UDS(P) LTD,"Pkc Vehicle Technology(Suzhou) Co.,Ltd",8431 - UDS(P) LTD,0.1,0,0,492.9601461
7876 - TSA,"Ch.Watanayont Co.,Ltd.",7876 - TSA,0.183,0,0,142.821082
7876 - TSA,"Ch.Watanayont Co.,Ltd.",7876 - TSA,0.135,239,24219.86298,98.84103386
7876 - TSA,"Ch.Watanayont Co.,Ltd.",7876 - TSA,0.143,2885,296938.3202,98.41983627
7876 - TSA,"Ch.Watanayont Co.,Ltd.",7876 - TSA,0.167,5601,473337.3223,80.7295376
7876 - TSA,"Ch.Watanayont Co.,Ltd.",7876 - TSA,0.448,202,92119.47887,438.7123872
7876 - TSA,"Ch.Watanayont Co.,Ltd.",7876 - TSA,0.525,1916,362177.9511,179.8864697
7876 - TSA,"Ch.Watanayont Co.,Ltd.",7876 - TSA,0.138,444,283498.3962,611.1225996
7876 - TSA,"Ch.Watanayont Co.,Ltd.",7876 - TSA,0.137,1,139.999208,243.1363074
7876 - TSA,"Ch.Watanayont Co.,Ltd.",7876 - TSA,0.662,0,0,746.9939214
7876 - TSA,"Ch.Watanayont Co.,Ltd.",7876 - TSA,0.292,0,0,499.0489416
7876 - TSA,"Ch.Watanayont Co.,Ltd.",7876 - TSA,0.268,0,0,380.4467209
7876 - TSA,"Ch.Watanayont Co.,Ltd.",7876 - TSA,0.413,0,0,567.8445475
7876 - TSA,"Ch.Watanayont Co.,Ltd.",7876 - TSA,0.49,0,0,588.4130297
7876 - TSA,"Ch.Watanayont Co.,Ltd.",7876 - TSA,0.31,0,0,314.5292985
7876 - TSA,"Ch.Watanayont Co.,Ltd.",7876 - TSA,0.3,711,262918.5126,354.6834685
7876 - TSA,"Ch.Watanayont Co.,Ltd.",7876 - TSA,0.21,729,180318.9799,237.7660381
7876 - TSA,"Ch.Watanayont Co.,Ltd.",7876 - TSA,0.31,196,77139.56361,378.0248348
7876 - TSA,"Ch.Watanayont Co.,Ltd.",7876 - TSA,0.16,1439,305198.2734,203.8596323
